Date,Category,Rank,Product,Stars,N_Opinions,Price
28/10/2020,Hogar y cocina,32,"Cecotec Microondas blanco ProClean 3120. Con Grill y Revestimiento Ready2Clean para mejor limpieza. Tecnología 3DWave, Cantidad 20 L. Diseño elegante puerta FullWhite y detalles metálicos.6 niveles.",4.1,4093,49.99
28/10/2020,Hogar y cocina,33,"Krups KP100B Cafetera Dolce Gusto cápsulas, monodosis, 15 bares presión, cafés, cappuccino, multibebida, 1500 W, 0.6 litros, antracita",4.5,3252,47.66
28/10/2020,Hogar y cocina,34,"Bonsenkitchen Rollos al Vacio para Envasadora al Vacío, 2 Rollos 20x600cm + 28x600cm Bolsas de Vacio Gofradas para Conservación de Alimentos y Sous Vide Cocina & Boilable - VB8904",4.6,4703,9.99
28/10/2020,Hogar y cocina,35,"Cecotec Conga Serie 1090 1400 Pa, Tecnología iTech Space, Aspira, Barre, Friega y Pasa la Mopa, 5 Modos, 160 min Autonomía, Programable y con Cepillo Mascotas, Negro",4.2,8555,149.00
28/10/2020,Hogar y cocina,36,"Black+Decker BXHB500E Batidora de Mano, 1 Accesorio, 500 W, Plástico, Blanco",4.3,3062,15.99
28/10/2020,Hogar y cocina,37,"Philips Daily HD2581/00 -Tostador 830 W, Doble Ranura, Color Blanco",4.6,4265,20.83
28/10/2020,Hogar y cocina,38,"AmazonBasics - Perchas de terciopelo para trajes con gancio per cravatte, color gris oscuro, 30 unidades",4.7,49000,16.95
28/10/2020,Hogar y cocina,39,"Pikolin Home - Protector de colchón/Cubre colchón acolchado impermeable y transpirable, 60x120cm-Cuna(Todas las medidas)",4.6,1443,9.99
28/10/2020,Hogar y cocina,40,"Orbegozo HBF 90 Estufa de Butano, Triple Sistema de Seguridad, Llama Azul, 4200 W, Metal, Negro/Gris",4.2,2667,76.00
28/10/2020,Hogar y cocina,41,"Entweg Robot barrendero 4 en 1 Aspirador Inteligente Robot Limpiador de casa, MAX 4500Pa para Pisos/baldosas/Pelo de Mascotas/Limpieza del hogar",,,27.50
28/10/2020,Hogar y cocina,42,"BRA PRIOR - Cacerola baja con tapa de cristal y asas de silicona, apta para todo tipo de cocinas incluida inducción y horno, 24 cm",4.6,1058,24.99
28/10/2020,Hogar y cocina,43,Todocama Almohada viscoelástica Aloe Vera (Pack de 2 Unidades - 70 cm),4.6,2929,21.90
28/10/2020,Hogar y cocina,44,"Pikolin Home - Protector de colchón/Cubre colchón acolchado, impermeable, antiácaros, 60x120cm-Cuna (Todas las medidas)",4.6,4878,11.99
28/10/2020,Hogar y cocina,45,"Cecotec Cafetera Express Digital Power Espresso Matic para Espresso y Cappuccino, de 20 Bares, 850 W y Vaporizador Orientable.",4.0,5005,64.90
28/10/2020,Hogar y cocina,46,"Fackelmann, Malla elástica, Red de Carnicero para carne rellena o redondo de ternera, de poliester, blanco, 2m. de largo, resistente hasta 240ºC, 20x6cm, 1ud cocina, Cuerda, 200 cm, 40",4.5,410,3.99
28/10/2020,Hogar y cocina,47,"BRA Efficient Batidora de Cocina, Acero INOX, Nailon y Silicona, Naranja, 31 cm",4.2,1808,2.53
28/10/2020,Hogar y cocina,48,"Nespresso De'Longhi Inissia EN80.CW - Cafetera monodosis de cápsulas Nespresso, 19 bares, apagado automático, color crema",4.5,13536,72.85
28/10/2020,Hogar y cocina,49,"AmazonBasics - Juego de fundas de edredón y de almohada de microfibra, 135 x 200 cm + 1 funda 50 x 80 cm - Beige",4.3,7893,14.99
28/10/2020,Hogar y cocina,50,"Bra Prior - Set de 3 Sartenes, Aluminio Fundido Antiadherente, Incluye dos Salvamanteles Safe Verdes, Aptas para Todo Tipo de Cocinas Incluida Inducción, 18-22-26 cm",4.3,2718,33.99
28/10/2020,Hogar y cocina,51,"Utopia Bedding Sábana Bajera Ajustable - Bolsillo Profundo - Microfibra Cepillada - (Blanco, 90 x 190 cm)",4.6,7258,7.99
28/10/2020,Hogar y cocina,52,"Mafiti MK200 Báscula Digital para Cocina de Acero Inoxidable, 3kg,Balanza de Alimentos Multifuncional, Peso de Cocina, Color Plata",4.3,89,7.19
28/10/2020,Hogar y cocina,53,"Metaltex My Mug Copper - Colgador para 10 Tazas, Color Cobre",4.3,6540,7.99
28/10/2020,Hogar y cocina,54,"Bonsenkitchen Báscula Digital Balanza de Cocina Profesional, Escala de Peso de Alta Precisión con Vidrio Desmontable y Pantalla LCD - 5 kg / 11 lb, Báscula de Alimentos Electrónica Rojo (KS8802)",4.6,2745,12.99
28/10/2020,Hogar y cocina,55,AmazonBasics - Sábana bajera ajustable (polialgodón 200 hilos) Blanco - 90 x 190 x 30 cm,4.3,6043,9.59
28/10/2020,Hogar y cocina,56,"Termo,Termo de Café Matraz de Acero Inoxidable Aislado Diseño a Prueba de Fugas Para Bebidas Frías y Calientes Bebidas té Café Agua 380ML",4.3,1267,12.99
28/10/2020,Hogar y cocina,57,"Godmorn Cafetera Italiana, Cafetera espressos en Acero inoxidable430, 10tazas(450ml),Conveniente para la Cocina de inducción,Cafetera Moka Clásica, Plata, Uso Doméstico y en la Oficina.",3.9,3754,20.99
28/10/2020,Hogar y cocina,58,"Bolsas de Almacenaje al Vacío - 15 Unidades para Ahorrar Espacio (2*Jumbo+ 4*Extra Grandes+ 5*Grandes+ 4*Pequeñas) Bolsas de Vacío para Guardar Ropa, Ropa de Cama, Edredones, Almohadas, Mantas",4.3,1203,12.00
28/10/2020,Hogar y cocina,59,"AmazonBasics – Potente aspirador con bolsa, para suelos duros y alfombras, filtro HEPA, compacto y ligero, 700 W, 1,5 l (UE)",4.3,14952,56.99
28/10/2020,Hogar y cocina,60,"BRA PRIOR - Sartén de 18 cm, Aluminio Fundido con Antiadherente Teflon Classic, Apta para Todo Tipo de Cocinas Incluida Inducción y Horno, Libre de PFOA",4.4,929,11.90
28/10/2020,Hogar y cocina,61,"Lifewit Bolsa de Almacenamiento de Ropa de Gran Capacidad con Asa Reforzada y Tela Actualizada para Edredones, Mantas, Organizador de Transpirable con Cremallera Robusta, Azul Oscuro, 3 Paquetes",4.6,3828,12.99
28/10/2020,Hogar y cocina,62,Bedsure Manta Reversible de Franela/Sherpa 150x200cm - Manta para Cama 90 de 100% Microfibra Extra Suave - Manta de Felpa Azul Marino,4.7,6761,27.99
28/10/2020,Hogar y cocina,63,"Power Of Nature Almohada Cervical Viscoelastica - Almohada Ortopedica Diseño Ergonómico Terapéutico Reduce Dolores Cervicales, Funda de Extraíble y Lavable 60 * 35CM",4.3,6864,21.56
28/10/2020,Hogar y cocina,64,"Philips GC026/00 - Quitapelusas eléctrico adecuado para todas las prendas, con orificios de 3 tamaños en la rejilla para pelusas de cualquier tamaño",4.6,26373,9.55
28/10/2020,Hogar y cocina,65,Bedsure Juego de Sábanas 90x190/200 cm - 3 Piezas - Sábana Bajera Ajustable Cama 90 con Encimera 160x275cm 1 Funda de Almohada 50x80cm - Beige,4.5,1506,19.99
28/10/2020,Hogar y cocina,66,"Bolsa portátil de almacenamiento de mascarillas, caja de almacenamiento de mascarillas antipolvo para la prevención de la contaminación de mascarillas 1 paquete blanco, sin incluir la mascarilla",4.2,1179,0.59
28/10/2020,Hogar y cocina,67,HAPPERS Relleno de cojín 30x50 Fibra Hueca siliconada de Gran Densidad (30x50),4.6,2578,2.88
28/10/2020,Hogar y cocina,68,"BIC Velleda 1741 marcadores de pizarra punta media para pizarra blanca – Caja de 8 unidades, colores surtidos, material oficina, material escolar",4.4,2442,4.08
28/10/2020,Hogar y cocina,69,"18 Colores Rotuladores de Pintura Acrílica Rotuladores Permanentes de Colores Rotuladores Acrilicos Permanentes Pintura para Tela,Pintar Piedras,Metal, Madera, Vidrio,Huevo de Pascua,DIY(0.7mm)",4.6,181,10.25
28/10/2020,Hogar y cocina,70,"Lékué - Estuche de vapor, 1-2 personas, color rojo + Bandeja multifuncion transparente BLANCA, Silicona, 19 x 10.5 x 2 cm",4.6,5520,13.51
28/10/2020,Hogar y cocina,71,"Habor Termometro de Cocina, 5.9'' Sonda Larga, 5S Lectura Instantánea, Pantalla LCD Retroiluminada, Termómetro Carne Digital Para BBQ Comida Leche Agua Caramelo Líquido",4.4,4560,6.93
28/10/2020,Hogar y cocina,72,"AmazonBasics - Funda de almohada de microfibra, 2 unidades, 50 x 80 cm - Azul marino",4.3,8649,8.89
28/10/2020,Hogar y cocina,73,"BRA Efficient Orange - Set de 3 sartenes, aluminio fundido con antiadherente tricapa libre de PFOA, para todo tipo de cocinas incluida inducción y vitrocerámica, aptas para lavavajillas, 18-22-26 cm",4.5,2476,46.99
28/10/2020,Hogar y cocina,74,"Utopia Bedding - Edredón de Fibra, Fibra Hueca siliconada, 1260 gramo (Azul Marino, Cama 80/90 - (155 x 220 cm)",4.6,6493,22.99
28/10/2020,Hogar y cocina,75,"Newdora Tapas de Silicona Elásticas Reutilizables, 13 Piezas (7 Redondas y 6 Cuadradas) Tapas Silicona Ajustables Cocina, para Lavavajillas, Microondas, Horno o Refrigerador, Sin BPA",4.0,624,7.95
28/10/2020,Hogar y cocina,76,rabbitgoo Vinilo para Ventana Privacidad Lámina Adhesiva Pegatina Translúcida Adhesiva Decorativa del Vidrio Autoadhesiva con Electricida Estática Esmerilado Control de Calor y Anti UV 44.5 * 200CM,4.3,12420,9.99
28/10/2020,Hogar y cocina,77,MIULEE Terciopelo Funda de Cojine Funda de Almohada del Sofá Throw Cojín Decoración Almohada Caso de la Cubierta Decorativopara Sala de Estar 30 x 30cm 12 x 12 Pulgadas 2 Piezas Agua Azul,4.6,9810,11.99
28/10/2020,Hogar y cocina,78,"Tira de Sellado Burlete Bajo Puerta Tira Autoadhesiva Silicona para Puerta Aislamiento Acústico/ a Prueba de Viento/Anti-bug de Sellado, 5x100cm",4.4,3717,8.19
28/10/2020,Hogar y cocina,79,"Monix M811200 MB Martín Berasategui - Set de 3 Sartenes, Aluminio Forjado con Antiadherente sin PFOA, Aptas para lavavajillas, Negro, 18-22-26 cm",4.2,896,24.99
28/10/2020,Hogar y cocina,80,"Songmics LSF106 Baúl Puff - Taburete para Almacenaje Plegable Carga máxima de 300 kg Blanco, 76 x 38 x 38 cm",4.8,6793,26.25
28/10/2020,Hogar y cocina,81,"Inslife Almohada Ortopédica para Pierna y Rodilla, Espuma con Memoria, Alivia el Dolor de Espalda, Cadera y Articulaciones, Soporte para el Tobillo y la Rodilla – Almohadilla para Dormir de Lado",4.3,1131,14.89
28/10/2020,Hogar y cocina,82,"Tefal Expertise Juego de 3 Sartenes aluminio de 21, 24 y 26 cm, antiadherente con extra de titanio, aptas para todo tipo de cocinas incluido inducción",4.5,927,20.99
28/10/2020,Hogar y cocina,83,"Cecotec Ready Warm 6100 Ceramic Rotate - Calefactor Cerámico Oscilante, 3 Modos, Termostato Regulable, Sistema Antivuelco, Protección sobrecalentamiento, 1500 W",4.3,268,22.99
28/10/2020,Hogar y cocina,84,"Braun CJ3000 WH - Exprimidor Eléctrico de Naranjas, 20 W, 350 ml, Cantidad de Pulpa Ajustable, Apto para Lavavajillas, Diseño Icónico, Blanco",4.6,5243,16.99
28/10/2020,Hogar y cocina,85,"Newdora Botella de Agua Acero Inoxidable 500ml, Aislamiento de Vacío de Doble Pared, Botellas de Frío/Caliente, con 1 un Cepillo de Limpieza, para Niños, Deporte, Oficina, Gimnasio, Ciclismo",4.7,880,9.99
28/10/2020,Hogar y cocina,86,"Nespresso Krups Essenza Mini XN1101 - Cafetera monodosis de cápsulas Nespresso, compacta, 19 bares, apagado automático, color blanco (Pack Cápsulas bienvenida incluido)",4.6,4724,79.63
28/10/2020,Hogar y cocina,87,"TAOCOCO Funda para sofá en Forma de L Funda elástica elástica 2 Juegos para 3 Asientos 3 Asientos, con Funda de cojín de 2 Piezas (Beige)",3.8,964,39.99
28/10/2020,Hogar y cocina,88,"TATAY Urban Food Casual - Bolsa térmica porta alimentos con 4 tapers herméticos incluidos, 3 litros de capacidad, Azul, 22.5 x 10 x 22 cm",4.6,5997,14.90
28/10/2020,Hogar y cocina,89,"Gimi Jolly Tendedero con Patas X, Metal, 55x4x129 cm, colores aleatorios",4.4,2194,11.25
28/10/2020,Hogar y cocina,90,"READAEER Soporte de lectura ,Atríl de libros , Bambú Natural, Perfecto elige para los lectores",4.8,3031,15.19
28/10/2020,Hogar y cocina,91,"Rowenta DW4205D1 Effective Antical - Plancha de vapor 2450 W, golpe vapor de 140 g/min y constante de 35 gr/min, recolector de cal y función antical, suela Microsteam 300 Láser antigoteo, Modo Eco",4.3,2190,40.99
28/10/2020,Hogar y cocina,92,"AmazonBasics - Recipientes de cristal para alimentos, con cierre (7 unidades) + Espátulas de silicona - Set de 3 piezas",4.5,7127,28.99
28/10/2020,Hogar y cocina,93,"Songmics Sonmics OBG22B-Silla de Oficina giratoria (Altura Regulable, Acolchada), Piel sintética, Negro, 76x66x32",4.4,2852,82.37
28/10/2020,Hogar y cocina,94,"TRAVELISIMO Fiambrera Electrica 2 en 1 para Coche Camión y Trabajo 220V+12V, Calienta Comida en Minutos, Fiambrera Termica Termo Comida Caliente Acero Inoxidable 1.5L 40W, Tupper Electrico Portatil",4.2,173,34.99
28/10/2020,Hogar y cocina,95,"Habor Termometro de Cocina, 5s Lectura Instantánea, 5.5'' Sonda Larga Con Botón de °C/°F, Termómetro Carne Digital para Agua Líquidos Alimentos Leche",4.6,620,6.79
28/10/2020,Hogar y cocina,96,"Tefal Daily Cook - Juego de 3 Sartenes de Acero Inoxidable de 20, 24 y 26 cm, con Antiadherente para Todo Tipo de Cocinas Incluido Inducción",4.3,410,16.99
28/10/2020,Hogar y cocina,97,"Tefal Emotion - Juego de 3 Sartenes Aluminio de 20, 24 y 26 cm, Antiadherente libre de PFOA + Pack de 4 protectores de ollas y sarténes, Tela, Rojo, 38x36x0.15 cm",4.4,1275,17.79
28/10/2020,Hogar y cocina,98,"Stella Trading Pepe Mesilla de Noche, Madera, Blanco, 28 x 39 x 41 cm",3.9,5491,18.09
28/10/2020,Hogar y cocina,99,"Orbegozo CV 2300 A Convector, 3 niveles de potencia, protección contra sobrecalentamiento, termostato regulable, asas de transporte, 2000 W, Blanco",4.2,460,23.00
28/10/2020,Hogar y cocina,100,"Dreamscene - Manta de Franela para sofá de niños, 125 x 150 cm",4.5,448,5.47
28/10/2020,Iluminación,1,"Tiras LED, Govee Luces LED RGB 5M 5050 con Control Remoto de 44 Botones y Caja de Control, 150 Tira LED 20 Colores 8 Modos de Brillo y 6 opciones DIY para la Habitación, Dormitorio, Techo, 12V",4.6,1149,15.99
28/10/2020,Iluminación,2,"Ksipze Tiras LED 10M Luces LED Habitacion 20 Colores 8 Modos para Tira Led, Dormitorio, TV, Hogar, Cocina, Decoración Navideña, Tira de Iluminación LED RGB Brillante，2pcsX5m",4.4,518,12.23
28/10/2020,Iluminación,3,"Luz Nocturna, OMERIL Luces LED Armario con Sensor Movimiento (2PCS con 24 LED), Lámpara Nocturna Recargable con 3 Modos, Luz Cálida para Armario, Pasillo, Escalera, Sótano, Cocina, Garaje, Gabinete",4.5,15478,15.99
28/10/2020,Iluminación,4,"Lámpara Escritorio LED, Flexo de Escritorio (Cuidado Ocular, Puerto USB, 5 Modos,10 Niveles de Brillo,Temporizador de 30/60min, Función de Memoria)",4.5,2088,25.99
28/10/2020,Iluminación,5,"Tiras LED, L8star Tiras de Luces LED Smart 5050 Control APP,Luces Led Habitacion con Controlador Bluetooth Sincronizar, con Música Solicitar TV Dormitorio (5M)",4.8,721,15.99
28/10/2020,Iluminación,6,"Tiras LED 6M, OMERIL Impermeable Tira LED USB con Control Remoto, 4 Modos de Brillo y 16 Colores, 5050 RGB Tira LED para Habitacion, Hogar, Cocina, Porche, Bar, Fiesta, Boda y Restaurante (2x3M)",4.2,3874,16.99
28/10/2020,Iluminación,7,"Moredig Lampara Proyector Infantil, 360° Rotación y 8 Modos Iluminación Proyector Estrellas, Luz de Nocturna para Niños y Bebés Cumpleaños, Día de los Reyes, Navidad, Halloween(Rosa)",4.0,2520,15.99
28/10/2020,Iluminación,8,Weily 15M Rgb Tiras Led Multicolor Control Remoto Tiras Led,4.3,176,18.44
28/10/2020,Iluminación,9,Adoric LED- Lámpara Escritorio con Panel Táctil Lámpara de Lectura Lámpara de Mesa 3 Niveles de Brillo USB Placentera para Los Ojos,4.3,1379,11.99
28/10/2020,Iluminación,10,"9 LED Luz de Lectura Libro, OMERIL Lampara Lectura Recargable con Sensor Táctil, 3 Modos de Brillo Ajustable (Luz Cálido y Blanco), Luz Pinza Libro para Lectores Noche, E-Reader, Estudio, Cama, Tablet",4.4,2352,8.79
28/10/2020,Iluminación,11,"Govee Tiras LED Alexa WiFi 10M, Tira LED RGB Inteligente con Control APP, Sync con Música y 20 Modo Escenas, Luces LED Funciona con Alexa, Google Home para la Habitación, Navidad y Fiestas, 12V",4.2,1023,17.67
28/10/2020,Iluminación,12,"AmazonBasics Bombilla LED Esférica E27, 14W (equivalente a 100W), Blanco Cálido - 2 unidades",4.4,12639,7.69
28/10/2020,Iluminación,13,"Tira LED TV 2.2M, OMERIL 5050 Tiras LED USB Impermeable con Control Remoto, 16 RGB Colores y 4 Modos, Retroiluminacion LED de TV para Cine en Casa, HDTV/PC Monitor (40-60 Pulgada) - 2x50cm+2x60cm",3.8,9595,13.99
28/10/2020,Iluminación,14,"Lámpara LED Escritorio Flauno Flexo LED Escritorio Regulable con Puerto USB, 5 Modos, 10 Niveles de Brillo, Temporizador, Función de Memoria, Protege los Ojos",4.3,73,24.99
28/10/2020,Iluminación,15,"OMERIL Lampara de Lectura Recargable, 9 LED Luz Lectura Libros con Sensor Táctil, 3 Brillo Ajustable (Luz Cálido y Blanco), 360° Flexible Luz Pinza para Estudio, Cama, Libro, Tablet, PC y E-Reader",4.5,14817,8.79
28/10/2020,Iluminación,16,"Tiras LED 5M, Romwish 5050 SMD RGB 150 LEDs con Control Remoto RF de 44 Botones & Control Bluetooth,para la Habitación, Dormitorio, fiestas, bares",4.1,1318,15.19
28/10/2020,Iluminación,17,"Bombilla LED Inteligente WiFi, AISIRER 10W 1000 Lúmenes E27 Lámpara, WiFi Bombilla Luces Cálidas/Frías & RGB Funciona con Alexa (Echo, Echo Dot) Google Home, 16 Millones de Colores, 4 Pack",4.1,4479,23.99
28/10/2020,Iluminación,18,Bombilla LED Inteligente E27 10W Nooie Bombilla WiFi 2800K-6000K 800 Lúmenes multicolor de luz regulable Luz calida y RGB 16 Millones de Colores Funciona con Alexa y Google Home 2 unidades,4.6,138,12.79
28/10/2020,Iluminación,19,"Decoraciones de Halloween Luces LED, Luces de calabaza 3D Cadena de Halloween 3,5 m 20 Garland Light Carnival Deco Decoración del hogar para la iluminación de la batería Decoración navideña Temporada",4.3,31,6.99
28/10/2020,Iluminación,20,"Luz Solar Exterior, [2020 Más Nuevo Modelo 6-Paquete 150 LED - 1000 Lumens] iPosible 180 °Iluminación Foco Solar con Sensor de Movimiento Impermeable Lámpara Solar para Jardín Camino",4.3,1457,27.96
28/10/2020,Iluminación,21,"Guirnalda Luces 12M 120 LED, OMERIL Cadena de Luces Impermeable IP65, Luces Navidad USB y Luces de Hadas para Decorativas, Navidad, Habitacion, Fiesta, Jardín, Bodas, Césped - Alambre de Plata",4.6,6132,7.99
28/10/2020,Iluminación,22,Ekrist Luz Solar Exterior 328 LED Luces Solares【3000lm-más Brillante & Amplio Iluminación】Foco Solar Exterior con Sensor de Movimiento 2500mAh 3 Modos,4.1,870,23.96
28/10/2020,Iluminación,23,Pack 2x Aro Cuadrado para Foco Empotrable Aluminio. Aro Downlight. Soporte para GU10.,4.6,796,8.95
28/10/2020,Iluminación,24,"Hosome Plafon Led de Techo Plafon 36W Luz Amarilla 3000K Techo Led Cocina para Cocina, Sala de Estar, Dormitorio, Pasillo,etc.",4.6,692,19.19
28/10/2020,Iluminación,25,"Lámpara Escritorio LED, Flexo de Escritorio, La luz natural protege los ojos, Lámpara de mesa regulable con puerto de carga USB, 5 Modos, 10 Niveles de Brillo,Temporizador de 30/60min, negro",4.5,595,21.99
28/10/2020,Iluminación,26,"[42 LED / 3 Modos ] SEZAC Luces solares Luces con sensor de movimiento solar para exteriores, Luces de seguridad inalámbricas a prueba de agua para el garaje del jardín Camino (paquete de 6)",4.6,3594,23.99
28/10/2020,Iluminación,27,"LITOM Luz de Lectura, Luz de Libro Recargable con 60H de Autonomía, 7 LED con 9 Modos de Luz, 360° Flexible Lampara de Lectura Pinza para Lectores Noche, E-Reader, Libro, PC y Tablet",4.7,1172,11.99
28/10/2020,Iluminación,28,ALED LIGHT Tiras LED 5050 RGB 5m de Longitud 150 LED Multicolor Control Remoto de 44 Botones y Fuente de Alimentación,4.2,2811,12.99
28/10/2020,Iluminación,29,"Luz Solar Exterior 150 LED, kilponen [Versión Innovadora 2200mAh] Foco Solar Potente con Sensor de Movimiento y 3 Modos de Iluminación Lámpara Solar Exterior Impermeable Luces Solares Jardín 2-Paquete",4.3,1279,23.90
28/10/2020,Iluminación,30,"[1 Pack] Guirnaldas Luces Exterior Solar, Litogo Luces Led Solares Exteriores Jardin 12m 120 LED 8 Modos Cadena de Luces Decoracion para Navidad, Terraza, Fiestas, Bodas, Patio, Jardines, Festivales",4.3,5505,9.59
28/10/2020,Iluminación,31,"Luces Discoteca, OMERIL Bola de Discoteca con Ritmo de Sonido, Control Remoto, 7 Colores RGB y Función de Temporizador, Luz Discoteca Giratoria para Fiesta, Casa, Navidad, Cumpleaños, Bodas, Niños",4.4,3969,10.39
28/10/2020,Iluminación,32,"Tiras LED 5M, AGPTEK Luces LED 5050 RGB 150 Tira LED con Control Remoto de 44 Botones, 20 Colores 8 Modos de Brillo y 6 opciones DIY para Sala, Comedor, Cocina, Navidad, Halloween y Fiesta",4.6,116,14.99
28/10/2020,Iluminación,33,"Velas LED Sin Fuego 14 Pack ，Velas LED que parpadean amarillas para hogar festivales decoración, bodas y fiestas",4.6,798,12.99
28/10/2020,Iluminación,34,"Luz Nocturna Infantil (2 Pack) OMERIL Luz Noche con Luz Sensor, Luz Quitamiedos Infantil con Enchufe Pared, Ahorro de Energía para Habitación Bebé, Niños, Dormitorio, Sala, Pasillos, Baño, Cocina",4.5,5979,11.99
28/10/2020,Iluminación,35,"Lámpara Escritorio LED,Lámparas de Mesa USB Regulable Recargable-2000mAh Plegable Luz(5 * 10 Modos de Brillo,Temporizador de 30/60min,Modo de memoria inteligente) Para Leer,Estudiar, Protege a ojos",4.3,1861,23.99
28/10/2020,Iluminación,36,"Tiras LED, Govee Tira LED TV USB 2M, 16 Millones DIY Colores y 7 Modo Escenas con App Control, Retroiluminacion Luces LED TV RGB para 40-60in HDTV, PC Monitor, Habitación, 4 x 50cm, 5V",4.3,1687,9.59
28/10/2020,Iluminación,37,"Aigostar - Bombilla LED E27 12W, Luz Blanca Fría 6400K,1020 lúmenes, Ángulo 280° - 5 unidades",4.6,2382,13.49
28/10/2020,Iluminación,38,"Diyife Vela LED, [24 PC] Luces de Té sin Llama Velas Led de Té Velas Eléctricas con Baterías [Amarillas Cálidas] Día de San Valentín, Halloween, Navidad, Decoración de Cumpleaños",4.6,176,11.99
28/10/2020,Iluminación,39,"HyAdierTech Lámpara de Escritorio LED, Regulable Lámpara de Mesa Protección para los Ojos, 3 Niveles de Dimmer, Panel Táctil y 360 ° Flexible USB Portátil para Lectores, Estudio y Trabajo",3.9,553,9.99
28/10/2020,Iluminación,40,"Fenvela de Halloween Decoraciones, 20 LED Calabaza Halloween Luminosa, 3M Luces Halloween Calabaza con Modos de Ajustable, Perfectamente adecuado para Halloween",4.7,9,9.99
28/10/2020,Iluminación,41,"Bombilla LED G9 de 5W Equivalente a 40W Lampara Halógena, Blancas Cálidas(3000K), 400LM, No regulable, Sin parpadeo, Sin Estroboscópico, 360 Grados, lámpara g9 para iluminación del hogar, paquete de 6",4.4,535,9.59
28/10/2020,Iluminación,42,"Uchorlls Bombilla de Filamento LED E27, 6W (equivalente a 60W), 700LM, Luz Cálida, No Regulable,E27 Edison Vintage Bombilla de Filamento Antiguo LED Bombilla de Decorativa, Pack de 5",4.7,334,12.55
28/10/2020,Iluminación,43,"Luz de Lectura Recargable, YINSAN Lampara Libro, 9 LED con 9 Modos de Luz - 360 ° Flexible Lampara de Lectura Pinza para Lectores Noche, E-Reader, Estudio, Cama, Tablet |Negro",4.6,581,9.59
28/10/2020,Iluminación,44,"Litogo Guirnalda Luces Pilas, Luces LED Pilas, Luces LED Habitacion 5m 50 LED Luces de Cadena Micro con Pilas de Alambre Guirnaldas Decoracion Cobre para Decoración Interior Bodas Fiesta de Navidad …",4.4,1162,6.49
28/10/2020,Iluminación,45,TOPLANET Focos Led 30W Exterior con 3500LM Foco Proyector LED IP66 Impermeable LED Seguridad Floodlight para Patio/Jardín/Garaje (30w),4.3,912,13.59
28/10/2020,Iluminación,46,"Bombilla LED Colores (2 Pack), OMERIL RGBW Bombilla LED E27 10W con Control Remoto, Función de Temporización y Memoria, 12 RGB Colores, Luz Ambiente Regulable para Hogar, Decoración, Bar, Fiesta, KTV",4.3,1987,11.19
28/10/2020,Iluminación,47,"Bonve Pet 12M Tiras LED RGB 5050, Bluetooth Musical Tiras LED 12V Tiras de Luces LED Iluminación, Control de APP y Remoto Control de 40 Teclas,16 Millones de Colores, Modo Temporizador",4.8,277,24.99
28/10/2020,Iluminación,48,"Lámpara Escritorio LED TaoTronics Flexo de Escritorio (5 Niveles de Brillo, 3 Modos, Función de Memoria, Control Táctil) Lámpara de Mesa,Lámpara de Oficina para Leer,Estudiar,Relajamiento,Blanco",4.6,1365,19.99
28/10/2020,Iluminación,49,"Aigostar- Pack de 5 Bombillas LED PLC 2U, tubo de11 W Maiz G24, Luz fría 6400K",4.3,265,16.49
28/10/2020,Iluminación,50,"Moredig Lámpara Proyector Estrellas, 360° Rotación Músic Lampara con Temporizador led Pantalla y Control Remoto, 8 Modos Romántica luz de la Noche, Perfecto Regalo para Bebés (Negro)",4.3,2900,23.99
28/10/2020,Iluminación,51,"Anpro Luz Cadena Luz de Cortina USB, 4 Colores con 320 Bombillas LED, 8 Modos,3.2m X 3 m,Luz Cortina para Fiestas,Navidad,Año nuevo",4.4,586,7.78
28/10/2020,Iluminación,52,"Gosund Tira Led Wifi USB para TV/Gaming, Sincronizar con Música, Compatir con Alexa/Google, Luces LED RGB Inteligente con 8 Modo Escena/Multicolor y Brillo Ajustable, IP65-Impermeable, Anti-UV, 2.8Mts",4.3,688,16.99
28/10/2020,Iluminación,53,Led Atomant Lampara Plafon Superficie LED Redondo 20W. Color Blanco Frío (6500K). 1800 Lumenes. Driver incluido. A++,4.6,770,10.61
28/10/2020,Iluminación,54,"Luz Nocturna con Sensor de Movimiento, OMERIL 2 Pack Luz Nocturna Infantil Enchufe con 3 Modos (AUTO/ON/OFF), Brillo Ajustable, Luz de Noche para Dormitorio, Escalera, Pasillo, Cocina, Sala, Baño",4.5,5849,16.99
28/10/2020,Iluminación,55,"TECKIN Bombilla Inteligente LED WiFi con luz cálida 2800k-6200k + RGB lámpara color cambiable Funciona con móvil, Google Home, E27 7.5W （no se requiere hub） [Clase de eficiencia energética A]",4.2,2762,10.59
28/10/2020,Iluminación,56,"Litogo Luz Solar Exterior 140 LED【2 Pack / 3 Modos】con Sensor de Movimiento, Luces LED Solares Exteriores 270º lluminación Focos Solares Exterior Impermeable Aplique Lampara Solar para Exterior Jardin",4.2,3092,19.99
28/10/2020,Iluminación,57,"Flexo LED Escritorio, Suuki Lámpara de Protección Ocular con Portalápices, Lámparas de Mesa USB Recargables Regulables-2000mAh Plegable Luz(3 Modos de luz, 3Niveles de Brillo)",4.2,294,20.99
